ID;Address;Longitude;Latitude
PA_0048;10 rue Amelot;2.3693;48.85586
PA_0049;117 rue Oberkampf;2.378379;48.865957
PA_0050;19 rue Daval, au niveau du trottoir;2.371099117779802;48.85471235463734
PA_0051;13 rue de Charonne;2.3744;48.85284
PA_0052;16 Rue du Perche, 75003 Paris;2.3607664697473147;48.86114945615114
PA_0053;face au 16 boulevard Vincent Auriol;2.372367;48.836908
PA_0054;Espl. Léo Hamon;2.3515616799049086;48.83678076224968
PA_0055;43 rue du Moulin des Prés;2.352881;48.827765
PA_0056;10 rue Simonet;2.351604;48.828724
PA_0057;34 rue Louise Weiss;2.369748;48.834487
PA_0058;14 rue Louise Weiss;2.36996;48.83369
PA_0059;1 rue Lacordaire;2.284636;48.844321
PA_0060;église Saint-Eustache;2.344486;48.86361
PA_0061;2 rue des Petits Carreaux;2.347259;48.866362
PA_0062;99 rue de Réaumur;2.345456;48.867695
PA_0063;74 rue de Charonne;2.379863;48.853421
PA_0064;devant le Musée d'Art Moderne;2.297397;48.864766
PA_0065;30 rue de Lappe;2.373914;48.853092
PA_0066;PA_0067 & PA_0068, 63 rue des Trois Frères;2.33807;48.885639
PA_0067;Unknown;2.3380617;48.8856449
PA_0068;Unknown;2.33807;48.88565
PA_0069;40 rue du Banquier;2.354171;48.834656
PA_0070;1 rue de la Verrerie;2.355465;48.856829
PA_0071;5 rue de Fourcy;2.35902;48.854802
PA_0072;rue Charles Luizet;2.367487;48.8616
PA_0073;93 rue Jean-Pierre Timbaud;2.379376;48.8684
PA_0074;Unknown;2.36201;48.86025
PA_0075;sur le piédestal du lion;2.332466;48.834295
PA_0076;statue de Jeanne au secours d'Arc;2.357013;48.83833
PA_0077;10 rue de Fleurus;2.331439;48.847133
PA_0078;21 passage du Moulin des Prés;2.352885;48.828953
PA_0079;5 rue Chéreau;2.35146;48.82788
PA_0080;5 rue Ballu;2.330889;48.881628
PA_0081;88 rue Saint-Maur;2.377955;48.864884
PA_0082;pasage de la Voûte;2.408596;48.846892
PA_0083;fontaine Boucherat;2.364555;48.864552
PA_0084;15 rue du Pas de la Mule;2.366677;48.856007
PA_0085;58 rue de Charonne;2.378192;48.853194
PA_0086;pont de Sully;2.360204;48.850563
PA_0087;escalier du port de la Gare;2.374162;48.837394
PA_0088;sortie nord du Carrousel;2.335168;48.862666
PA_0089;1 rue Baltard;2.346483;48.862751
PA_0090;métro Etienne Marcel;2.34899;48.86372
PA_0091;Unknown;2.37644;48.85321
PA_0092;8 rue de la Ferronnerie;2.347383;48.86031
PA_0093;pont du Carroussel;2.333481;48.859832
PA_0094;porte Fleurus du jardin du Luxembourg;2.33263;48.84704
PA_0095;65 rue Richelieu;2.337616;48.867242
PA_0096;69 Rue de Richelieu, 75002 Paris;2.3377511749265296;48.8675701822122
PA_0097;205 rue de Charenton;2.389005;48.83944
PA_0098;sur la fontaine Saint-Michel;2.343702;48.853192
PA_0099;sur la fontaine Saint-Michel;2.34371;48.853192
PA_0100;Souvent noyé dans les graffitis sur le mur du coin de la rue Jean Poulmarch et du quai de Valmy;2.3640441;48.8723717
PA_0101;18 Rue de l'Orillon, 75020 Paris;2.378425477443735;48.8718499298461
PA_0102;42 boulevard de l'Hôpital;2.361975;48.839907
PA_0103;30 rue du Temple, dans la cour;2.354045;48.859253
PA_0104;sud de la place de la Porte de Montreuil;2.414337;48.853403
PA_0105;à droite du lion de la statue;2.3638;48.86744
PA_0106;2 rue Charlemagne;2.361889;48.853901
PA_0107;pont d'Iéna, rive gauche nord;2.292935;48.859382
PA_0108;tunnel de l'avenue de New York;2.29058;48.859936
PA_0109;587 & 1081, tuyaux d'évacuation du Centre Pompidou;2.352534;48.859764
PA_0110;91 rue Quincampoix;2.35125;48.86263
PA_0111;20 rue Hermel;2.344664;48.891598
PA_0112;19 rue Gassendi;2.326943;48.835
PA_0113;46 rue du Cardinal Lemoine;2.351423;48.846596
PA_0114;26 rue Vieille du Temple;2.357275;48.857153
PA_0115;impasse des Arbalétriers;2.359639;48.858572
PA_0116;45 passage Thiéré;2.372764;48.854719
PA_0117;31 passage Thiéré sur le trottoir;2.373113;48.854414
PA_0118;1 rue Raymond Ayron;2.375347;48.835576
PA_0119;102 rue de Bagnolet;2.402789;48.859426
PA_0120;44 quai de Jemmapes;2.367228;48.869474
PA_0121;7 rue des Saints-Pères;2.332797;48.857629
PA_0122;rue de la Clef, sous le lierre;2.353132;48.840487
PA_0123;Unknown;2.37552;48.83869
PA_0124;40 rue de l'Arcade;2.324385;48.873356
PA_0125;sud de la Fontaine aux Lions;2.39581;48.83954
PA_0126;pont d'Iéna (rive gauche);2.292681;48.859222
PA_0127;Au pied de la colonne;2.3984;48.84802
PA_0128;1 rue de Charonne;2.37376;48.852
PA_0129;Sur la pile du viaduc;2.3824066;48.8236456
PA_0130;Sur la pile du viaduc;2.3807648;48.8226732
PA_0131;53 rue des Orteaux;2.403152;48.856488
PA_0132;97 rue des Maraîchers;2.405541;48.856255
PA_0133;7 passage de la Main d'Or;2.3779;48.851674
PA_0134;Ecole du Louvre, Porte Jaujard, Pl. du Carrousel, 75001 Paris;2.3397377898291407;48.86035934052872
PA_0135;entrée sud du Carrousel;2.333511;48.860367
PA_0136;93 Rue de Rivoli, 75001 Paris;2.336547578615725;48.862049661054
PA_0137;93 Rue de Rivoli, 75001 Paris;2.336709605382161;48.86205965416872
PA_0138;93 Rue de Rivoli, 75001 Paris;2.3369830255505226;48.861889770946966
PA_0139;93 Rue de Rivoli, 75001 Paris;2.3370640389337405;48.86175652880092
PA_0140;93 Rue de Rivoli, 75001 Paris;2.336441248550252;48.86184313623621
PA_0141;93 Rue de Rivoli, 75001 Paris;2.3364665652325067;48.86161329309829
PA_0142;93 Rue de Rivoli, 75001 Paris;2.336851378802793;48.86158331348075
PA_0143;place du Châtelet;2.347233;48.857374
PA_0144;face au 49 rue Saint-Merri;2.35078;48.86014
PA_0145;9 rue Saint-Merri;2.353009;48.8593
PA_0146;2 rue Véronèse;2.355438;48.834234
PA_0147;gare d'Austerlitz;2.365852;48.842848
PA_0148;sur le pont d'Arcole;2.35063;48.85593
PA_0149;1 rue de Turenne;2.362911;48.854717
PA_0150;angle de la Sorbonne;2.34358;48.84745
PA_0151;28 rue Lhomond;2.346784;48.843051
PA_0152;place de la Concorde;2.323337;48.86619
PA_0153;9 Rue du Temple, 75004 Paris;2.3529038996629725;48.85795438577728
PA_0154;métro de Bel-Air;2.400953;48.841734
PA_0155;16 rue des Trois Portes;2.348257;48.851375
PA_0156;2 rue Simon le Franc;2.354299;48.85991
PA_0157;10 rue Clovis;2.348976;48.846242
PA_0158;7 rue Debelleyme.;2.363722;48.8607
PA_0159;69 rue d'Hauteville;2.351035;48.876025
PA_0160;16 rue André Barsacq;2.340677;48.885374
PA_0161;17 rue Yvonne Le Tac;2.339665;48.884163
PA_0162;8 quai de la Seine;2.370559;48.884617
PA_0163;133 rue Saint-Jacques;2.34355;48.84691
PA_0164;26 Av. Jean Aicard, 75011 Paris;2.3806137147122186;48.86633496736229
PA_0165;5 rue Cortot;2.340567;48.887647
PA_0166;face au 21 rue Georges Auric;2.38531;48.885298
PA_0167;37 rue Richelieu;2.336674;48.865523
PA_0168;37 rue Richelieu;2.33668;48.865523
PA_0169;2 rue du Mont Cenis;2.341469;48.886355
PA_0170;Unknown;2.341297;48.8861645
PA_0171;Unknown;2.3431683;48.8856395
PA_0172;21 rue Carpeaux;2.3318;48.89119
PA_0173;Sur le trottoir, devant le passage piéton;2.37591;48.85034
PA_0174;Unknown;2.2823881;48.8415239
PA_0175;18 passage du Chantier;2.373552;48.851599
PA_0176;12 rue Cassette;2.33077;48.849961
PA_0177;12 rue du 29 Juillet;2.33081;48.865373
PA_0178;165 rue du Faubourg Saint-Honoré;2.305926;48.874702
PA_0179;entrée du tunnel de Champigny;2.50721;48.82725
PA_0180;14 rue Madame;2.331925;48.851063
PA_0181;20-24 rue Madame;2.331768;48.850645
PA_0182;18 rue Madame;2.331918;48.850962
PA_0183;19 rue de Mézières;2.331885;48.85035
PA_0184;2 rue Mignon;2.341737;48.852326
PA_0185;8 rue Scribe;2.33117;48.872642
PA_0186;Au-dessus de la plaque Rue Jacob;2.3364744;48.8546283
PA_0187;fontaine Jussieu;2.354711;48.846366
PA_0188;39 rue des Francs-Bourgeois;2.36018;48.85788
PA_0189;3 rue Geoffroy Langevin;2.354532;48.860515
PA_0190;1 rue Stendhal;2.403704;48.860208
PA_0191;21 chemin du Parc de Charonne;2.402905;48.86068
PA_0192;face au 130 rue de Bagnolet;2.404965;48.860974
PA_0193;29 rue de Réaumur;2.356472;48.865294
PA_0194;61 rue du Chemin Vert;2.377448;48.859993
PA_0195;avenue de la porte Clignancourt;2.344819;48.900821
PA_0196;place de la Bataille de Stalingrad;2.368895;48.883703
PA_0197;cimetière de Montmartre;2.33238;48.886559
PA_0198;27 rue Sainte-Marthe;2.372611;48.874305
PA_0199;214 Rue Saint-Maur, 75010 Paris;2.370661562446182;48.87341996498565
PA_0200;face au 194 rue de Bercy;2.37238;48.844506
PA_0201;19 rue Georges Lardennois;2.37682;48.87801
PA_0202;Unknown;2.38844;48.82843
PA_0203;4 Pass. Stinville, 75012 Paris;2.3887289109794545;48.84407155031785
PA_0204;place de la porte de Pantin;2.395975;48.889956
PA_0205;parvis de Saint-Vincent-de-Paul;2.35168;48.878073
PA_0206;place de Clichy;2.327428;48.883508
PA_0207;7 rue Damrémont;2.332576;48.887721
PA_0208;métro Raspail;2.331491;48.837428
PA_0209;sur la coque du Batofar;2.379387;48.833351
PA_0210;6 rue Marx Dormoy;2.359571;48.885295
PA_0211;30 rue du Faubourg Saint-Antoine;2.371607;48.852441
PA_0212;123 boulevard de Charonne;2.39305;48.85705
PA_0213;84 rue Mouffetard;2.349683;48.842099
PA_0214;9 Av. de la Prte des Lilas, 75019 Paris;2.4088290793936644;48.878077812415
PA_0215;0 rue Montgallet;2.386157;48.842592
PA_0216;67 rue de l'Amiral Mouchez;2.342467;48.821572
PA_0217;Unknown;2.35264;48.85161
PA_0218;Tunnel Van-Gogh;2.37204;48.84423
PA_0219;face au 8 rue André Voguet;2.37367;48.81957
PA_0220;métro Quai de la Gare;2.373523;48.837396
PA_0221;91 rue Rebeval;2.382938;48.873796
PA_0222;94 rue du Faubourg du Temple;2.374427;48.871109
PA_0223;20 rue Abel;2.376069;48.848217
PA_0224;sur les panneaux d'information du périph';2.373607;48.819874
PA_0225;sur le pont du periph' porte d'Ivry;2.373015;48.819453
PA_0226;83 rue d'Hauteville;2.351173;48.876749
PA_0227;15 rue Martel;2.353033;48.87415
PA_0228;pont de la rue de l'Ourcq;2.38295;48.88991
PA_0229;rue Antoine Dubois;2.339681;48.851027
PA_0230;Intersection Place Saint-Gervais / Rue François Miro, sur un poteau;2.35419811776724;48.85584263964558
PA_0231;1 rue Tiquetonne;2.349905;48.864322
PA_0232;11 rue Française;2.347672;48.864543
PA_0233;1 rue des Cévennes;2.276331;48.844456
PA_0234;Champ de Mars, 5 Av. Anatole France, 75007 Paris;2.294756660991674;48.85769984157637
PA_0235;Unknown;2.36415;48.86351
PA_0236;16 rue Magellan;2.29964;48.87095
PA_0237;156 avenue des Champs Élysées;2.297074;48.873433
PA_0238;8 rue François 1er;2.307521;48.866054
PA_0239;11 Rue Ramey, 75018 Paris;2.347210248996665;48.887478126551
PA_0240;face au 23 boulevard Diderot;2.373868;48.845741
PA_0241;métro Bel-Air face sud;2.400885;48.841006
PA_0242;94-100 avenue Saint-Mandé;2.406932;48.844487
PA_0243;8bis rue Abel;2.375117;48.846819
PA_0244;12M Pl. Léon Blum, 75011 Paris;2.3798276363628816;48.85825609083264
PA_0245;47 rue Oberkampf;2.371976;48.864602
PA_0246;10f Pl. de la République, 75011 Paris;2.364516122153576;48.867228421502446
PA_0247;1 rue Firmin Gillot;2.289533;48.833349
PA_0248;64 rue de la Fontaine au Roi;2.374516;48.868299
PA_0249;Station Bastille, quai de la ligne 1, direction Château de Vincennes;2.36860389745636;48.85198527708079
PA_0250;entrée du mini-square de Jemmapes;2.367355;48.868861
PA_0251;à l'ouest de la fontaine des Innocents;2.348006;48.860668
PA_0252;130 Bd de Belleville, 75020 Paris;2.3770405580019216;48.87203771981647
PA_0253;pont de l'Alma côté rive droite;2.301387;48.864059
PA_0254;101 avenue des Champs-Élysées;2.300541;48.871809
PA_0255;sous le banc face à l'arrêt de bus Varsovie;2.291354;48.861297
PA_0256;place de Varsovie;2.291805;48.860866
PA_0257;métro Passy;2.285713;48.857696
PA_0258;29 avenue de Lamballe;2.278808;48.854483
PA_0259;78 rue d'Auteuil;2.259879;48.84826
PA_0260;place de l'Église d'Auteuil;2.268704;48.847438
PA_0261;A l'intérieur du bar Chez Gudule;2.40225;48.84411
PA_0262;place de la Nation (côté avenue du Trône);2.397285;48.848006
PA_0263;sur les marches du métro Victor Hugo;2.285663;48.86995
PA_0264;115 rue de la Tour;2.275514;48.862998
PA_0265;face au 27 boulevard Jules Sandeau;2.272269;48.862923
PA_0266;11 rue de la Manutention;2.29564;48.864649
PA_0267;10 rue de Magdebourg;2.290235;48.864144
PA_0268;96 rue de Courcelles;2.303607;48.879002
PA_0269;sur le Chasseur à pied de la Redoute de Gravelle;2.45549;48.818166
PA_0270;2 rue Yves Toudic;2.36524;48.86818
PA_0271;7 rue Vancouleurs;2.377477;48.869135
PA_0272;96 rue de Tolbiac;2.364164;48.8268
PA_0273;21 rue Aubry le Boucher;2.350215;48.860374
PA_0274;Dans le tunnel du métro ligne 1, tronçon Bastille - Saint Paul;2.368856907332963;48.851918876643
PA_0275;14 rue Pierre Dupont;2.365226;48.879429
PA_0276;Rue de Lyon, 75012 Paris;2.3738223163257266;48.84476193089512
PA_0277;31 rue de Charonne;2.375826;48.853336
PA_0278;53 rue des Maraîchers;2.40656;48.85287
PA_0279;116 rue du Faubourg du Temple;2.37615;48.87163
PA_0280;8 rue Spinoza;2.385976;48.863872
PA_0281;61 Rue de la Verrerie, 75004 Paris;2.352759261146996;48.85800430440576
PA_0282;61 rue de la Verrerie;2.352673;48.858056
PA_0283;101 rue du Faubourg du Temple;2.37355;48.87084
PA_0284;15 Rue Neuve Popincourt, 75011 Paris;2.374725870725403;48.86382512840347
PA_0285;passage Ben Aiad;2.34607;48.86603
PA_0286;28 rue du Chevalier de la Barre;2.344445;48.887508
PA_0287;Unknown;2.3569;48.85667
PA_0288;Sur le trottoir, à côté du supermarché chinois;2.37676;48.87186
PA_0289;Rue des Goncourt, 75010 Paris;2.3710509041443;48.86997338701893
PA_0290;113 rue Oberkampf;2.37815;48.865889
PA_0291;15 rue des Plâtrières;2.390122;48.867868
PA_0292;A l'intérieur du Zorba;2.376346;48.8719388
PA_0293;84 rue du Faubourg du Temple;2.37335;48.870664
PA_0294;14 rue de Moussy;2.35607;48.85821
PA_0295;4 rue du Jour;2.344822;48.863788
PA_0296;Sur le trottoir, derrière le passage piéton;2.34488;48.86492
PA_0297;Sur le trottoir;2.34263;48.86548
PA_0298;Dans le coin des rues, sur le trottoir, juste à côté du mur de la boucherie;2.33638;48.86798
PA_0299;Intersection rue Chevaleret / Bd Vincent Auriol, devant une entrée de la station Chevaleret, sur le trottoir;2.3674490656104448;48.83464327228075
PA_0300;56 avenue des Gobelins, devant la brasserie le Naja, sur le sol à côté d'un arbre;2.3537469123101737;48.83372411517118
PA_0301;44 rue de Charenton;2.373484;48.850261
PA_0302;37 rue de Belleville;2.389857;48.879066
PA_0303;24 passage Boiton;2.35075;48.82682
PA_0304;75 Av. des Gobelins, 75013 Paris;2.3544589373577782;48.833300634425306
PA_0305;face au 49 rue Geoffroy-Saint-Hilaire;2.35551;48.84271
PA_0306;11-9 Rue des Iris, 94240 L'Haÿ-les-Roses;2.346406627977844;48.77549200731991
PA_0307;77 rue de Ménilmontant;2.389394;48.868685
PA_0308;2 quai du 4 septembre;2.225299;48.841443
PA_0309;1 boulevard de l'Amiral Bruix;2.282737;48.876904
PA_0310;passerelle de la Porte de Saint-Cloud;2.255328;48.83748
PA_0311;face au 5 rue Bréa;2.330293;48.843579
PA_0312;parvis de Saint-Pierre de Montrouge;2.327061;48.828366
PA_0313;Au sol, dans le passage piéton à travers la rue des Prouvaires;2.34403;48.86122
PA_0314;2 Pl. Pinel, 75013 Paris;2.3618088405590765;48.83315442946874
PA_0315;face au 32 boulevard Auguste Blanqui;2.351154;48.830074
PA_0316;rue des Artistes;2.334741;48.827372
PA_0317;devant la Fondation Cartier;2.33168;48.83667
PA_0318;Unknown;2.40757;48.85258
PA_0319;Unknown;2.34899;48.86341
PA_0320;34 rue du Faubourg Saint-Jacques;2.338129;48.836622
PA_0321;17 rue Malebranche;2.342015;48.846537
PA_0322;77 allée du Séminaire;2.332883;48.848861
PA_0323;102 rue de Charonne;2.384158;48.85437
PA_0324;Au sol juste devant le trottoir;2.33083;48.86541
PA_0325;17 rue Robineau;2.39397;48.86496
PA_0326;10 rue de Picpus;2.39293;48.84783
PA_0327;29 rue du Faubourg Poissonnière;2.34781;48.87301
PA_0328;40 rue Étienne Marcel;2.344234;48.865113
PA_0329;14 rue Pajol;2.36116;48.88652
PA_0330;102 rue du Faubourg Poissonnière;2.349266;48.878407
PA_0331;2 rue Pierre au Lard;2.353003;48.859389
PA_0332;41 rue du Repos sous la plaque du cimètière;2.38935;48.859626
PA_0333;39 rue Condorcet;2.344263;48.880004
PA_0334;7-13 Place Valhubert;2.363976;48.84398
PA_0335;135 boulevard de la Villette;2.369949;48.882124
PA_0336;centre d'Hygiène Sociale;2.353239;48.890439
PA_0337;A l'entrée de l'A3, au niveau du sol;2.41271;48.86449
PA_0338;Pl. du Maréchal Juin, 75017 Paris;2.296905926234022;48.88518215716169
PA_0339;square du Docteur-Grancher;2.39475;48.86541
PA_0340;45 quai de Bourbon;2.35363;48.85356
PA_0341;Intersection rue de Thorigny / rue Debelleyme;2.364072302891738;48.86045513067897
PA_0342;19 rue Laferrière;2.336928;48.879075
PA_0343;pont d'Iéna (rive droite);2.291105;48.860173
PA_0344;tunnel du quai Branly;2.293519;48.859365
PA_0345;95 rue de Sèvres;2.32166;48.84892
PA_0346;16 boulevard Pasteur;2.312245;48.842905
PA_0347;passage des Épinettes;2.325474;48.843163
PA_0348;39bis boulevard de la Chapelle;2.356254;48.884037
PA_0349;7 avenue Bosquet;2.302593;48.861245
PA_0350;école primaire de l'avenue d'Ivry;2.365082;48.822933
PA_0351;121 rue de Ménilmontant;2.394195;48.870021
PA_0352;21 rue d'Alsace;2.358214;48.877675
PA_0353;sortie de métro face au 27 boulevard de la Madeleine;2.32475;48.86946
PA_0354;13 rue Jean Lantier;2.345915;48.858659
PA_0355;4 rue de la Grande Truanderie;2.349708;48.862629
PA_0356;Goldorak;2.36357;48.86206
PA_0357;21 boulevard Lefebvre;2.290355;48.832037
PA_0358;14 rue de Savies;2.391285;48.871463
PA_0359;45 rue Saint-Roch;2.332864;48.866424
PA_0360;0 rue Saint-Roch;2.331188;48.863935
PA_0361;Unknown;2.3527353;48.8308994
PA_0362;en face de Chez Prune;2.364704;48.871724
PA_0363;116 avenue de Choisy;2.360009;48.826298
PA_0364;347 rue de Vaugirard;2.29638;48.83711
PA_0365;268 rue de Vaugirard;2.300281;48.839249
PA_0366;127 rue Castagnary;2.30356;48.8299
PA_0367;108 rue Brancion;2.3017;48.82981
PA_0368;80 Ave Parmentier, 75011 Paris;2.3753470098370344;48.86438422092486
PA_0369;7 rue Jules Vallès;2.385082;48.853404
PA_0370;Intersection rue du Faubourd du Temple / Place de la République;2.3643782873479786;48.867856947779856
PA_0371;Ouest de la fontaine de Montreuil;2.38316;48.85037
PA_0372;63 rue du Faubourg Saint-Antoine;2.37404;48.85191
PA_0373;121 rue Oberkampf;2.378809;48.866061
PA_0374;29 boulevard Raspail;2.326541;48.853198
PA_0375;2 rue de l'Est;2.395388;48.870922
PA_0376;28 rue de Poitou;2.362442;48.86167
PA_0377;52 boulevard Voltaire;2.37105;48.86302
PA_0378;45 rue de Poitou;2.36131;48.86174
PA_0379;17 rue des Blancs-Manteaux;2.35731;48.85881
PA_0380;port du Gros-caillou;2.309289;48.862947
PA_0381;place Joffre, allée Thomy Thierry;2.301291;48.852271
PA_0382;Sous le pont aérien du métro;2.2883971;48.8548356
PA_0383;54 Bd du Temple, 75011 Paris;2.364744910753229;48.8665419419933
PA_0384;26 rue du Moulin Joly;2.378334;48.869815
PA_0385;41 rue Dunois;2.36856;48.83149
PA_0386;croisement rue de Rome/bvd des Batignolles;2.32087;48.881849
PA_0387;Sur le sol entre les deux boîtes aux lettres;2.3153854;48.8813595
PA_0388;Gare Montparnasse;2.320092;48.841083
PA_0389;86 rue de Botzaris;2.389352;48.879467
PA_0390;1 passage Gustave Lepeu;2.386367;48.856021
PA_0391;114 quai de Bercy;2.385019;48.83174
PA_0392;35 quai des Grands Augustins;2.342448;48.854565
PA_0393;85 Quai d'Austerlitz, 75013 Paris;2.3663336147007543;48.842872775150205
PA_0394;pont Saint-Michel;2.344578;48.854351
PA_0395;14 rue Chomel;2.32449;48.85182
PA_0396;49 rue de Beaubourg;2.35441;48.862668
PA_0397;A gauche de la route, derrière les plantes. Difficilement accessible à pied.;2.41412;48.86685
PA_0398;1 pont Morland;2.365655;48.84742
PA_0399;pont de l'Alma;2.302184;48.862586
PA_0400;93 quai d'Orsay;2.302284;48.862166
PA_0401;fontaine de Cuvier;2.354947;48.843999
PA_0402;quai Anantole France;2.32015;48.86244
PA_0403;porte N-E du parc George Brassens;2.30289;48.83208
PA_0404;face au 2 place de la Bourse;2.342066;48.869401
PA_0405;face au 110 rue Castagnary;2.305931;48.830168
PA_0406;4 rue de Braque;2.357133;48.860747
PA_0407;93 rue Vieille du Temple;2.360883;48.860102
PA_0408;Av. de la Chapelle, 75020 Paris;2.391192301860704;48.8629891024419
PA_0409;43 Av. de la République, 75011 Paris;2.375340962763976;48.86526476356448
PA_0410;0 rue de la Mare;2.38822;48.868393
PA_0411;68 rue Orfila;2.397994;48.867053
PA_0412;15 rue Robineau;2.393552;48.864799
PA_0413;3 boulevard Malsherbes;2.323209;48.869917
PA_0414;2 rue du 11 Novembre 1918;2.410014;48.891977
PA_0415;34 rue Titon;2.386345;48.852895
PA_0416;9 rue de Marseille;2.363221;48.871537
PA_0417;Unknown;2.36442;48.86477
PA_0418;139 avenue Michelet;2.344331;48.901461
PA_0419;A côté de la plaque du numéro 68;2.41514;48.85845
PA_0420;45 rue Anselme;2.336024;48.909131
PA_0421;71 rue des Rondeaux;2.39571;48.86476
PA_0422;32 rue Dunois;2.36918;48.83124
PA_0423;63 avenue Franklin Delano Roosevelt;2.309915;48.871812
PA_0424;13 rue de la Manutention;2.295582;48.864665
PA_0425;Sur le côté du pont de D6B, flashable sous le pont ferroviaire;2.41503;48.81813
PA_0426;face au pavillon d'Italie;2.357022;48.816064
PA_0427;10 rue de Tolbiac;2.375363;48.829912
PA_0428;7 avenue de la Grande Armée;2.292356;48.874504
PA_0429;22 avenue Carnot;2.292479;48.876277
PA_0430;le Comptoire Général;2.36513;48.872183
PA_0431;rond-point de la porte de Vincennes;2.414288;48.847269
PA_0432;24 rue de l'Est;2.393294;48.871131
PA_0433;33 rue de Sibuet;2.402278;48.843322
PA_0434;19 rue Lamblardie;2.39799;48.840725
PA_0435;95 Rue Oberkampf,75011, à côté du restaurant Bocamexa;2.3759681764683527;48.8654029127427
PA_0436;Centre culturel de Serbie;2.350814;48.860945
PA_0437;place du Colonel Fabien;2.370595;48.877651
PA_0438;petite ceinture pont de la rue Manin;2.385862;48.882949
PA_0439;134 boulevard de Clichy;2.32822;48.884036
PA_0440;81U Av. Pierre Mendès-France, 75013 Paris;2.367572048321965;48.8419017019716
PA_0441;7 rue Gabriel Péri;2.356289;48.815533
PA_0442;46 Olivier Métra;2.393054;48.87446
PA_0443;entrée sud des Buttes Chaumont;2.381094;48.87615
PA_0444;14 rue Chaudron;2.365842;48.883149
PA_0445;181 rue Lafayette;2.360816;48.880303
PA_0446;174 rue Saint-Maur;2.373237;48.870261
PA_0447;à  l'intérieur d'Artazart;2.36377;48.87265
PA_0448;80 quai Jemmapes;2.365148;48.872148
PA_0449;73 rue du Faubourg Saint-Honoré;2.314716;48.871552
PA_0450;5 rue Volta;2.356862;48.86477
PA_0451;39 rue de Charonne;2.3767198460040975;48.85349968812207
PA_0452;5 passage Saint-Antoine;2.376367;48.852811
PA_0453;24 à  32 rue des Amandiers;2.389631;48.864562
PA_0454;Assainissement de Valmy;2.363638;48.873127
PA_0455;48 rue Mazarine;2.337721;48.855155
PA_0456;1 place d'Iéna;2.294413;48.8646
PA_0457;1 Pl. de la République, 75003 Paris;2.3641169758735003;48.86736453099165
PA_0458;16 rue Elise Borey;2.390936;48.866403
PA_0459;métro Chevaleret;2.36839;48.83499
PA_0460;39P rue Louise Weiss;2.369952;48.834395
PA_0461;5-7 rue Charles Renouvier;2.400009;48.861765
PA_0462;44 rue de Cléry;2.347578;48.868378
PA_0463;182 Rue Saint-Honoré, 75001 Paris;2.33853461207176;48.86247313387405
PA_0464;6 rue de la Verrerie;2.355457;48.857053
PA_0465;114 rue de la Roquette;2.378546;48.856977
PA_0466;51 rue de la Fontaine au Roi;2.373402;48.868146
PA_0467;parc de Belleville;2.384969;48.871567
PA_0468;65 rue Montorgueil;2.34698;48.86592
PA_0469;3 Pl. Saint-Germain des Prés, 75006 Paris;2.3335624486225623;48.85392912375991
PA_0470;1057 & 1062, 64 rue Tiquetonne;2.345683;48.864784
PA_0471;83 rue de Ménilmontant;2.390091;48.868821
PA_0472;11Z rue Gaby Sylvia;2.371362;48.85904
PA_0473;3 rue Saint-Sulpice;2.338006;48.851471
PA_0474;2 rue de Prony;2.308577;48.880578
PA_0475;2 avenue de la Grande Armée;2.293325;48.874673
PA_0476;1 rue Paul Baudry;2.306088;48.87181
PA_0477;267b rue de Paris;2.415553;48.854338
PA_0478;pont du Rouelle;2.281438;48.852616
PA_0479;2 Pl. Sainte-Opportune, 75001 Paris;2.347141857134267;48.859394858698735
PA_0480;14 rue du Roi de Sicile;2.359774;48.85587
PA_0481;sous la plaque de rue du coin du parc;2.332482;48.844974
PA_0482;24 rue Pavée;2.36176;48.85722
PA_0483;7 rue du Bourg l'Abbé;2.352013;48.863924
PA_0484;24 rue de Vienne;2.323006;48.878388
PA_0485;15 rue Paul Valérie;2.289909;48.870264
PA_0486;26 rue Vaneau;2.31909;48.852909
PA_0487;56 Bd Saint-Michel, 75006 Paris;2.34096004881206;48.84800247588424
PA_0488;79 rue de Wattignies;2.40039;48.83484
PA_0489;1 rue Clavel;2.385594;48.874111
PA_0490;10 rue du Chemin de Fer;2.391981;48.899579
PA_0491;4 Rue Michel le Comte, 75003 Paris;2.356904421025277;48.86196674252736
PA_0492;36 rue du Soleil;2.39531;48.87388
PA_0493;87 rue Saint-Honoré;2.3435;48.86124
PA_0494;41 rue Delambre;2.325149;48.841328
PA_0495;17 rue de Navarre;2.352557;48.844497
PA_0496;51 boulevard Saint-Martin;2.356291;48.868789
PA_0497;sortie routière de Roissy-Charles-de-Gaulle;2.528152;49.006762
PA_0498;64 rue de la Rochefoucauld;2.33573;48.880778
PA_0499;pont Eugène-Varlin;2.365507;48.877519
PA_0500;5 R. de Turbigo, 75001 Paris;2.347744151197123;48.86356608798098
PA_0501;au pied des escaliers du boulevard du Temple;2.364673;48.866361
PA_0502;29 rue Censier;2.353;48.840414
PA_0503;74 rue de Turenne;2.364672;48.860382
PA_0504;52 rue des Rosiers;2.35837;48.857714
PA_0505;12 rue de Thorigny;2.362908;48.859788
PA_0506;square Pierre Lazareff;2.349292;48.866887
PA_0507;21 rue Juliette Dodu;2.369037;48.875379
PA_0508;9 rue des Prouvaires;2.344175;48.861702
